"","Assemblage","Order.q","SC","m","Method","qTD","s.e.","qTD.LCL","qTD.UCL"
"108","245731",0,0.95,5.99994714508975,"Rarefaction",1,0,1,1
"109","245820",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"110","246845",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"111","246891",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"112","246913",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"113","248117",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"114","248202",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"115","249312",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"116","250473",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"117","250617",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"118","251742",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"119","252880",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"120","253015",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"121","253016",0,0.95,9.99994439035756,"Rarefaction",1,0,1,1
"122","254113",0,0.95,4.99992197131667,"Rarefaction",1,0,1,1
"123","255331",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"124","255378",0,0.95,4.99992197131667,"Rarefaction",1,0,1,1
"125","255393",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"126","255499",0,0.95,5.99994714508975,"Rarefaction",1,0,1,1
"127","255516",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"128","257800",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"129","257929",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"130","258974",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"131","259090",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"132","260186",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"133","260188",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"134","260211",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"135","260226",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"136","260239",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"137","261400",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"138","261453",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"139","262646",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"140","262669",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"141","263877",0,0.95,4.99992197131667,"Rarefaction",1,0,1,1
"142","265049",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"143","265091",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"144","265106",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"145","265110",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"146","265128",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"147","265129",0,0.95,5.99994714508975,"Rarefaction",1,0,1,1
"148","265132",0,0.95,4.99992197131667,"Rarefaction",1,0,1,1
"149","266320",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"150","266343",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"151","266350",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"152","266353",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"153","266362",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"154","267518",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"155","267534",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"156","267549",0,0.95,3.99993974725793,"Rarefaction",1,0,1,1
"157","267566",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"158","267567",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"159","267569",0,0.95,3.7081106808428,"Rarefaction",1.61801844680713,0.408914016734118,0.816561701234653,2.41947519237962
"160","267571",0,0.95,5.99994714508975,"Rarefaction",1,0,1,1
"161","267576",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"162","267577",0,0.95,3.99993974725793,"Rarefaction",1,0,1,1
"163","267578",0,0.95,3.49997969166893,"Rarefaction",1.94999796916689,0.275737554766241,1.40956229263992,2.49043364569387
"164","267579",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"165","268686",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"166","268783",0,0.95,4.99992197131667,"Rarefaction",1,0,1,1
"167","268791",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"168","268792",0,0.95,13.2319722048631,"Rarefaction",2.61634875161236,0.135054426659984,2.35164693940609,2.88105056381864
"169","268793",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"170","268913",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"171","268952",0,0.95,4.99992197131667,"Rarefaction",1,0,1,1
"172","269005",0,0.95,4.99992197131667,"Rarefaction",1,0,1,1
"173","269938",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"174","269961",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"175","269963",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"176","269964",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"177","269965",0,0.95,3.72683302786084,"Extrapolation",2.425,0.705192114510186,1.04284885337839,3.80715114662161
"178","269966",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"179","269967",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"180","269968",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"181","269974",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"182","269998",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"183","270005",0,0.95,4.7369655941662,"Extrapolation",2.23333333333333,1.09591702559278,0.0853754331272238,4.38129123353944
"184","270006",0,0.95,3.49997969166893,"Rarefaction",1.94999796916689,0.252918402562366,1.45428700911725,2.44570892921653
"185","270007",0,0.95,4.25001330338059,"Rarefaction",1.95000088689204,0.195964917480594,1.56591670639671,2.33408506738737
"186","271108",0,0.95,3.99993974725793,"Rarefaction",1,0,1,1
"187","271161",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"188","271170",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"189","271182",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"190","271221",0,0.95,4.53885495504895,"Rarefaction",1.8992681716609,0.13264055353235,1.63929746384804,2.15923887947377
"191","271322",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"192","271355",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"193","272322",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"194","272323",0,0.95,33.999922587226,"Rarefaction",1,0,1,1
"195","272329",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"196","272336",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"197","272370",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"198","272372",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"199","272373",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"200","272385",0,0.95,4.99992197131667,"Rarefaction",1,0,1,1
"201","272394",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"202","272433",0,0.95,4.44726472413491,"Rarefaction",1.90136635782998,0.020795308180304,1.86060830274918,1.94212441291079
"203","272508",0,0.95,3.99993974725793,"Rarefaction",1,0,1,1
"204","272544",0,0.95,10.9999347603829,"Rarefaction",1,0,1,1
"205","272572",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"206","273545",0,0.95,7.99992284099457,"Rarefaction",1,0,1,1
"207","273547",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"208","273590",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"209","273594",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"210","273595",0,0.95,19.9999263197062,"Rarefaction",1,0,1,1
"211","273599",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"212","273601",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"213","273604",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"214","273605",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"215","273755",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"216","273759",0,0.95,33.999922587226,"Rarefaction",1,0,1,1
"217","274752",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"218","274765",0,0.95,3.99993974725793,"Rarefaction",1,0,1,1
"219","274792",0,0.95,3.99993974725793,"Rarefaction",1,0,1,1
"220","274793",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"221","274794",0,0.95,13.9999574466654,"Rarefaction",1,0,1,1
"222","274811",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"223","274821",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"224","274822",0,0.95,4.7369655941662,"Extrapolation",2.23333333333333,1.19433925603381,0,4.57419526048197
"225","274935",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"226","274951",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"227","274974",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"228","274999",0,0.95,4.99992197131667,"Rarefaction",1,0,1,1
"229","275000",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"230","275003",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"231","276062",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"232","276071",0,0.95,7.99992284099457,"Rarefaction",1,0,1,1
"233","276143",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"234","276150",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"235","276151",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"236","276203",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"237","276226",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"238","277221",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"239","277249",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"240","277250",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"241","277364",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"242","277431",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"243","278413",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"244","278415",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"245","278422",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"246","278452",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"247","278463",0,0.95,3.72683302786084,"Extrapolation",2.425,0.596294039574984,1.25628515823713,3.59371484176287
"248","278474",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"249","278481",0,0.95,4.94306741730096,"Rarefaction",1.88955723198252,0.0342154242725714,1.82249623269252,1.95661823127251
"250","278640",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"251","278645",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"252","278646",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"253","278647",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"254","278880",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"255","279627",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"256","279629",0,0.95,8.99995402033222,"Rarefaction",1,0,1,1
"257","279646",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"258","279647",0,0.95,4.99992197131667,"Rarefaction",1,0,1,1
"259","279664",0,0.95,6.64998282904551,"Rarefaction",1.9499975470065,0.420309731149747,1.12620561160129,2.77378948241172
"260","279691",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"261","279695",0,0.95,3.05580050410413,"Rarefaction",2,0.296938208553416,1.41801180560146,2.58198819439854
"262","279702",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"263","279704",0,0.95,3.72683302786084,"Extrapolation",2.425,0.659646821087943,1.1321159881513,3.7178840118487
"264","279815",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"265","279853",0,0.95,19.9999263197062,"Rarefaction",1,0,1,1
"266","279859",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"267","280842",0,0.95,3.99993974725793,"Rarefaction",1,0,1,1
"268","280843",0,0.95,3.72683302786084,"Extrapolation",2.425,0.705192114510186,1.04284885337839,3.80715114662161
"269","280845",0,0.95,4.7369655941662,"Extrapolation",2.23333333333333,0.891867324361106,0.485305498597464,3.9813611680692
"270","280871",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"271","280889",0,0.95,8.74999692168983,"Rarefaction",1.8428569669537,0.313660104166748,1.2280944593998,2.45761947450761
"272","280924",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"273","281030",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"274","281065",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"275","281076",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"276","282057",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"277","282060",0,0.95,3.49997969166893,"Rarefaction",1.94999796916689,0.305520174769507,1.35118943006828,2.54880650826551
"278","282091",0,0.95,4.7369655941662,"Extrapolation",2.23333333333333,1.06967560301785,0.136807676277176,4.32985899038949
"279","282094",0,0.95,9.99994439035756,"Rarefaction",1,0,1,1
"280","282096",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"281","282101",0,0.95,17.9999336877355,"Rarefaction",1,0,1,1
"282","282102",0,0.95,3.49997969166893,"Rarefaction",1.94999796916689,0.252501534422871,1.45510405565697,2.44489188267682
"283","282103",0,0.95,4.95000632161359,"Rarefaction",1.94761964967748,0.259479441038824,1.43904929051281,2.45619000884216
"284","282105",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"285","282132",0,0.95,3.72683302786084,"Extrapolation",2.425,0.698697950856171,1.05557718024997,3.79442281975003
"286","282134",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"287","282181",0,0.95,3.72683302786084,"Extrapolation",2.425,0.631399684213169,1.18747935909223,3.66252064090777
"288","282254",0,0.95,1.23613408446114,"Rarefaction",1,0,1,1
"289","282277",0,0.95,2.99992424816297,"Rarefaction",1,0,1,1
"290","282280",0,0.95,4.99992197131667,"Rarefaction",1,0,1,1
"291","282296",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"292","282299",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"293","283265",0,0.95,5.99994714508975,"Rarefaction",1,0,1,1
"294","283266",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
"295","283271",0,0.95,4.48994863332973,"Rarefaction",1.89348307728605,0.0186052616192591,1.85701743458936,1.92994871998275
"296","283272",0,0.95,4.26930961184781,"Rarefaction",1.9120346990407,0.0201578259781293,1.87252608611694,1.95154331196446
"297","283278",0,0.95,0.950016606138402,"Rarefaction",0.950016606138402,0,0.950016606138402,0.950016606138402
