"","Assemblage","cell_long","cell_lat","variable","value"
"189","714433",-865496.530455287,2418406.03449098,"cluster.coefficient.HL",0.298076923076923
"190","714433",-865496.530455287,2418406.03449098,"cluster.coefficient.LL",0.21978021978022
"191","737517",-685496.530455287,2228406.03449098,"qTD",2.1859261604748
"192","737517",-685496.530455287,2228406.03449098,"qPD",1.92332628726167
"193","737517",-685496.530455287,2228406.03449098,"qFD",1.43083399365152
"194","737517",-685496.530455287,2228406.03449098,"connectance",0.35
"195","737517",-685496.530455287,2228406.03449098,"compartment.diversity",1.69843323402318
"196","737517",-685496.530455287,2228406.03449098,"cluster.coefficient",0.2
"197","737517",-685496.530455287,2228406.03449098,"NODF",37.5
"198","737517",-685496.530455287,2228406.03449098,"H2",0.326140242169992
"199","737517",-685496.530455287,2228406.03449098,"cluster.coefficient.HL",0.615384615384615
"200","737517",-685496.530455287,2228406.03449098,"cluster.coefficient.LL",0.423076923076923
"201","748482",-295496.530455287,2138406.03449098,"qTD",2.23069134222939
"202","748482",-295496.530455287,2138406.03449098,"qPD",2.10390288823114
"203","748482",-295496.530455287,2138406.03449098,"qFD",1.41712548858783
"204","748482",-295496.530455287,2138406.03449098,"connectance",0.22
"205","748482",-295496.530455287,2138406.03449098,"compartment.diversity",3.70441679204656
"206","748482",-295496.530455287,2138406.03449098,"cluster.coefficient",0.2
"207","748482",-295496.530455287,2138406.03449098,"NODF",0
"208","748482",-295496.530455287,2138406.03449098,"H2",0.75
"209","748482",-295496.530455287,2138406.03449098,"cluster.coefficient.HL",0.269565217391304
"210","748482",-295496.530455287,2138406.03449098,"cluster.coefficient.LL",0.3
"211","756989",-205496.530455287,2068406.03449098,"qTD",3.48214265148181
"212","756989",-205496.530455287,2068406.03449098,"qPD",2.79396249436859
"213","756989",-205496.530455287,2068406.03449098,"qFD",1.57570452357931
"214","756989",-205496.530455287,2068406.03449098,"connectance",0.266666666666667
"215","756989",-205496.530455287,2068406.03449098,"compartment.diversity",2.4782069486465
"216","756989",-205496.530455287,2068406.03449098,"cluster.coefficient",0.2
"217","756989",-205496.530455287,2068406.03449098,"NODF",18
"218","756989",-205496.530455287,2068406.03449098,"H2",0
"219","756989",-205496.530455287,2068406.03449098,"cluster.coefficient.HL",0.3
"220","756989",-205496.530455287,2068406.03449098,"cluster.coefficient.LL",0.333333333333333
"221","773986",-195496.530455287,1928406.03449098,"qTD",2.64686570084675
"222","773986",-195496.530455287,1928406.03449098,"qPD",2.48076776615857
"223","773986",-195496.530455287,1928406.03449098,"qFD",1.57525246623256
"224","773986",-195496.530455287,1928406.03449098,"connectance",0.533333333333333
"225","773986",-195496.530455287,1928406.03449098,"compartment.diversity",NA
"226","773986",-195496.530455287,1928406.03449098,"cluster.coefficient",0.6
"227","773986",-195496.530455287,1928406.03449098,"NODF",26.9230769230769
"228","773986",-195496.530455287,1928406.03449098,"H2",0.591071710969335
"229","773986",-195496.530455287,1928406.03449098,"cluster.coefficient.HL",0.5
"230","773986",-195496.530455287,1928406.03449098,"cluster.coefficient.LL",0.523809523809524
"231","776452",184503.469544713,1908406.03449098,"qTD",5.49998938993598
"232","776452",184503.469544713,1908406.03449098,"qPD",4.36489328312259
"233","776452",184503.469544713,1908406.03449098,"qFD",1.85872077630706
"234","776452",184503.469544713,1908406.03449098,"connectance",0.233333333333333
"235","776452",184503.469544713,1908406.03449098,"compartment.diversity",3.9471899191966
"236","776452",184503.469544713,1908406.03449098,"cluster.coefficient",0.166666666666667
"237","776452",184503.469544713,1908406.03449098,"NODF",0
"238","776452",184503.469544713,1908406.03449098,"H2",0.5
"239","776452",184503.469544713,1908406.03449098,"cluster.coefficient.HL",0.270833333333333
"240","776452",184503.469544713,1908406.03449098,"cluster.coefficient.LL",0.25
"241","791030",284503.469544713,1788406.03449098,"qTD",2.05092962231716
"242","791030",284503.469544713,1788406.03449098,"qPD",1.74644974360226
"243","791030",284503.469544713,1788406.03449098,"qFD",1.40534355293192
"244","791030",284503.469544713,1788406.03449098,"connectance",0.291666666666667
"245","791030",284503.469544713,1788406.03449098,"compartment.diversity",1.50699306577254
"246","791030",284503.469544713,1788406.03449098,"cluster.coefficient",0.166666666666667
"247","791030",284503.469544713,1788406.03449098,"NODF",44.5736434108527
"248","791030",284503.469544713,1788406.03449098,"H2",0.511878849183506
"249","791030",284503.469544713,1788406.03449098,"cluster.coefficient.HL",0.363636363636364
"250","791030",284503.469544713,1788406.03449098,"cluster.coefficient.LL",0.460227272727273
"251","804395",394503.469544713,1678406.03449098,"qTD",1.7642129275923
"252","804395",394503.469544713,1678406.03449098,"qPD",1.47139368211425
"253","804395",394503.469544713,1678406.03449098,"qFD",1.25472457865562
"254","804395",394503.469544713,1678406.03449098,"connectance",0.6
"255","804395",394503.469544713,1678406.03449098,"compartment.diversity",NA
"256","804395",394503.469544713,1678406.03449098,"cluster.coefficient",0.6
"257","804395",394503.469544713,1678406.03449098,"NODF",45.4545454545455
"258","804395",394503.469544713,1678406.03449098,"H2",0.835110500923758
"259","804395",394503.469544713,1678406.03449098,"cluster.coefficient.HL",0.98
"260","804395",394503.469544713,1678406.03449098,"cluster.coefficient.LL",0.55
"261","806822",384503.469544713,1658406.03449098,"qTD",2.35446950338511
"262","806822",384503.469544713,1658406.03449098,"qPD",2.22271757983294
"263","806822",384503.469544713,1658406.03449098,"qFD",1.57577519732423
"264","806822",384503.469544713,1658406.03449098,"connectance",0.28
"265","806822",384503.469544713,1658406.03449098,"compartment.diversity",2.80009407285383
"266","806822",384503.469544713,1658406.03449098,"cluster.coefficient",0.2
"267","806822",384503.469544713,1658406.03449098,"NODF",15
"268","806822",384503.469544713,1658406.03449098,"H2",0.840760625844115
"269","806822",384503.469544713,1658406.03449098,"cluster.coefficient.HL",0.355555555555556
"270","806822",384503.469544713,1658406.03449098,"cluster.coefficient.LL",0.333333333333333
"271","836071",1514503.46954471,1418406.03449098,"qTD",2.58932206123886
"272","836071",1514503.46954471,1418406.03449098,"qPD",2.13948771582021
"273","836071",1514503.46954471,1418406.03449098,"qFD",1.50282454787023
"274","836071",1514503.46954471,1418406.03449098,"connectance",0.285714285714286
"275","836071",1514503.46954471,1418406.03449098,"compartment.diversity",2.4782069486465
"276","836071",1514503.46954471,1418406.03449098,"cluster.coefficient",0.142857142857143
"277","836071",1514503.46954471,1418406.03449098,"NODF",18.5185185185185
"278","836071",1514503.46954471,1418406.03449098,"H2",0.721783155422394
"279","836071",1514503.46954471,1418406.03449098,"cluster.coefficient.HL",0.619047619047619
"280","836071",1514503.46954471,1418406.03449098,"cluster.coefficient.LL",0.327380952380952
"281","842037",474503.469544713,1368406.03449098,"qTD",3.95655139686142
"282","842037",474503.469544713,1368406.03449098,"qPD",2.88201045736475
"283","842037",474503.469544713,1368406.03449098,"qFD",1.80561400764751
"284","842037",474503.469544713,1368406.03449098,"connectance",0.285714285714286
"285","842037",474503.469544713,1368406.03449098,"compartment.diversity",2.4782069486465
"286","842037",474503.469544713,1368406.03449098,"cluster.coefficient",0.214285714285714
"287","842037",474503.469544713,1368406.03449098,"NODF",16.6666666666667
"288","842037",474503.469544713,1368406.03449098,"H2",0.853045346513258
"289","842037",474503.469544713,1368406.03449098,"cluster.coefficient.HL",0.373626373626374
"290","842037",474503.469544713,1368406.03449098,"cluster.coefficient.LL",0.288461538461538
"291","842045",554503.469544713,1368406.03449098,"qTD",2.30304019962816
"292","842045",554503.469544713,1368406.03449098,"qPD",1.81288344872523
"293","842045",554503.469544713,1368406.03449098,"qFD",1.39142594484817
"294","842045",554503.469544713,1368406.03449098,"connectance",0.238095238095238
"295","842045",554503.469544713,1368406.03449098,"compartment.diversity",2.52219381313282
"296","842045",554503.469544713,1368406.03449098,"cluster.coefficient",0.166666666666667
"297","842045",554503.469544713,1368406.03449098,"NODF",22.2222222222222
"298","842045",554503.469544713,1368406.03449098,"H2",0.333333333333333
"299","842045",554503.469544713,1368406.03449098,"cluster.coefficient.HL",0.257575757575758
"300","842045",554503.469544713,1368406.03449098,"cluster.coefficient.LL",0.454545454545455
"301","842262",2724503.46954471,1368406.03449098,"qTD",3.80902596029999
"302","842262",2724503.46954471,1368406.03449098,"qPD",3.09134481425058
"303","842262",2724503.46954471,1368406.03449098,"qFD",2.03943718213156
"304","842262",2724503.46954471,1368406.03449098,"connectance",0.214285714285714
"305","842262",2724503.46954471,1368406.03449098,"compartment.diversity",1.43650137573418
"306","842262",2724503.46954471,1368406.03449098,"cluster.coefficient",0.1
"307","842262",2724503.46954471,1368406.03449098,"NODF",28.5353535353535
"308","842262",2724503.46954471,1368406.03449098,"H2",0.664802236391066
"309","842262",2724503.46954471,1368406.03449098,"cluster.coefficient.HL",0.403333333333333
"310","842262",2724503.46954471,1368406.03449098,"cluster.coefficient.LL",0.309523809523809
"311","844467",494503.469544713,1348406.03449098,"qTD",2.66567198539212
"312","844467",494503.469544713,1348406.03449098,"qPD",2.03459536028493
"313","844467",494503.469544713,1348406.03449098,"qFD",1.50610769348973
"314","844467",494503.469544713,1348406.03449098,"connectance",0.466666666666667
"315","844467",494503.469544713,1348406.03449098,"compartment.diversity",NA
"316","844467",494503.469544713,1348406.03449098,"cluster.coefficient",0.2
"317","844467",494503.469544713,1348406.03449098,"NODF",61.5384615384615
"318","844467",494503.469544713,1348406.03449098,"H2",0.445928198621485
"319","844467",494503.469544713,1348406.03449098,"cluster.coefficient.HL",0.866666666666667
"320","844467",494503.469544713,1348406.03449098,"cluster.coefficient.LL",0.444444444444444
"321","844468",504503.469544713,1348406.03449098,"qTD",1.31525387316345
"322","844468",504503.469544713,1348406.03449098,"qPD",1.17396705580781
"323","844468",504503.469544713,1348406.03449098,"qFD",1.13338120975707
"324","844468",504503.469544713,1348406.03449098,"connectance",0.233333333333333
"325","844468",504503.469544713,1348406.03449098,"compartment.diversity",3.82712236060196
"326","844468",504503.469544713,1348406.03449098,"cluster.coefficient",0.2
"327","844468",504503.469544713,1348406.03449098,"NODF",8
"328","844468",504503.469544713,1348406.03449098,"H2",0.732304405400541
"329","844468",504503.469544713,1348406.03449098,"cluster.coefficient.HL",0.328571428571429
"330","844468",504503.469544713,1348406.03449098,"cluster.coefficient.LL",0.297619047619048
"331","845682",504503.469544713,1338406.03449098,"qTD",4.16018727399069
"332","845682",504503.469544713,1338406.03449098,"qPD",2.82084436638812
"333","845682",504503.469544713,1338406.03449098,"qFD",1.77550809899629
"334","845682",504503.469544713,1338406.03449098,"connectance",0.1
"335","845682",504503.469544713,1338406.03449098,"compartment.diversity",1.99979603203505
"336","845682",504503.469544713,1338406.03449098,"cluster.coefficient",0.05
"337","845682",504503.469544713,1338406.03449098,"NODF",24.8851939825812
"338","845682",504503.469544713,1338406.03449098,"H2",0.331466027377081
"339","845682",504503.469544713,1338406.03449098,"cluster.coefficient.HL",0.528488372093023
"340","845682",504503.469544713,1338406.03449098,"cluster.coefficient.LL",0.222515856236786
"341","845688",564503.469544713,1338406.03449098,"qTD",2.21864327729837
"342","845688",564503.469544713,1338406.03449098,"qPD",1.8395261421757
"343","845688",564503.469544713,1338406.03449098,"qFD",1.33543307766627
"344","845688",564503.469544713,1338406.03449098,"connectance",0.3
"345","845688",564503.469544713,1338406.03449098,"compartment.diversity",1.92607022425223
"346","845688",564503.469544713,1338406.03449098,"cluster.coefficient",0.333333333333333
"347","845688",564503.469544713,1338406.03449098,"NODF",22
"348","845688",564503.469544713,1338406.03449098,"H2",0.784596587674547
"349","845688",564503.469544713,1338406.03449098,"cluster.coefficient.HL",0.35
"350","845688",564503.469544713,1338406.03449098,"cluster.coefficient.LL",0.36
"351","845689",574503.469544713,1338406.03449098,"qTD",2.15182141413722
"352","845689",574503.469544713,1338406.03449098,"qPD",1.75066629081882
"353","845689",574503.469544713,1338406.03449098,"qFD",1.43340245317988
"354","845689",574503.469544713,1338406.03449098,"connectance",0.285714285714286
"355","845689",574503.469544713,1338406.03449098,"compartment.diversity",1.71635720768397
"356","845689",574503.469544713,1338406.03449098,"cluster.coefficient",0.166666666666667
"357","845689",574503.469544713,1338406.03449098,"NODF",37.962962962963
"358","845689",574503.469544713,1338406.03449098,"H2",0.360356287130209
"359","845689",574503.469544713,1338406.03449098,"cluster.coefficient.HL",0.488095238095238
"360","845689",574503.469544713,1338406.03449098,"cluster.coefficient.LL",0.438775510204082
"361","846895",494503.469544713,1328406.03449098,"qTD",3.39493026567964
"362","846895",494503.469544713,1328406.03449098,"qPD",2.29682460941321
"363","846895",494503.469544713,1328406.03449098,"qFD",1.78399044935646
"364","846895",494503.469544713,1328406.03449098,"connectance",0.214285714285714
"365","846895",494503.469544713,1328406.03449098,"compartment.diversity",3.31095776181865
"366","846895",494503.469544713,1328406.03449098,"cluster.coefficient",0.166666666666667
"367","846895",494503.469544713,1328406.03449098,"NODF",15.2777777777778
"368","846895",494503.469544713,1328406.03449098,"H2",0.797180468885217
"369","846895",494503.469544713,1328406.03449098,"cluster.coefficient.HL",0.3
"370","846895",494503.469544713,1328406.03449098,"cluster.coefficient.LL",0.257142857142857
"371","846897",514503.469544713,1328406.03449098,"qTD",2.2357494969546
"372","846897",514503.469544713,1328406.03449098,"qPD",1.97606998869095
"373","846897",514503.469544713,1328406.03449098,"qFD",1.45942741809904
"374","846897",514503.469544713,1328406.03449098,"connectance",0.7
"375","846897",514503.469544713,1328406.03449098,"compartment.diversity",NA
"376","846897",514503.469544713,1328406.03449098,"cluster.coefficient",0.7
"377","846897",514503.469544713,1328406.03449098,"NODF",60.6060606060606
"378","846897",514503.469544713,1328406.03449098,"H2",0
"379","846897",514503.469544713,1328406.03449098,"cluster.coefficient.HL",0.727272727272727
"380","846897",514503.469544713,1328406.03449098,"cluster.coefficient.LL",0.863636363636364
"381","848109",494503.469544713,1318406.03449098,"qTD",3.754223238033
"382","848109",494503.469544713,1318406.03449098,"qPD",2.55542806426331
"383","848109",494503.469544713,1318406.03449098,"qFD",1.66644610252079
"384","848109",494503.469544713,1318406.03449098,"connectance",0.185897435897436
