"","Assemblage","Order.q","SC","m","Method","qPD","s.e.","qPD.LCL","qPD.UCL","Reftime","Type"
"39","400229",0,0.95,140.768881359264,"Rarefaction",2.10995689174059,0.286037451699725,1.54933378817952,2.67057999530167,4.437687,"meanPD"
"40","401125",0,0.95,13.4040808299122,"Extrapolation",2.60145988682092,0.513041083638834,1.5959178402994,3.60700193334243,4.437687,"meanPD"
"41","401443",0,0.95,6.72999216662997,"Rarefaction",2.07283492820742,0.0558888161692155,1.96329486137717,2.18237499503766,4.437687,"meanPD"
"42","402247",0,0.95,13.8863473885438,"Rarefaction",2.32985246886751,0.38557940421016,1.57413072343519,3.08557421429984,4.437687,"meanPD"
"43","402337",0,0.95,12.578472441635,"Rarefaction",2.2280174084909,0.0588874968795292,2.11260003546731,2.34343478151449,4.437687,"meanPD"
"44","402338",0,0.95,8.42780888369608,"Rarefaction",2.14010702277936,0.198769289578035,1.7505263739738,2.52968767158492,4.437687,"meanPD"
"45","403609",0,0.95,13.4040808299122,"Extrapolation",2.60145988682092,0.517742616002707,1.58670300619406,3.61621676744777,4.437687,"meanPD"
"46","404765",0,0.95,18.2070839019203,"Extrapolation",2.57702426931348,0.494308637285952,1.60819714298595,3.54585139564102,4.437687,"meanPD"
"47","407194",0,0.95,8.69103446517604,"Rarefaction",2.12542612258833,0.103293310738788,1.9229749536964,2.32787729148026,4.437687,"meanPD"
"48","408462",0,0.95,7.90214736072931,"Rarefaction",2.26475224240107,0.175879050207232,1.92003563835979,2.60946884644236,4.437687,"meanPD"
"49","408463",0,0.95,13.2650777516614,"Rarefaction",2.91203395373131,0.174665919508552,2.56969504216798,3.25437286529464,4.437687,"meanPD"
"50","409676",0,0.95,11.093281108997,"Rarefaction",2.19366622661474,0.10133632107793,1.99505068697621,2.39228176625327,4.437687,"meanPD"
"51","410891",0,0.95,7.21032692172012,"Rarefaction",2.3083489432848,0.0472802624600105,2.21568133168358,2.40101655488602,4.437687,"meanPD"
"52","413318",0,0.95,14.7945573550191,"Extrapolation",2.35622476303534,0.571503890877888,1.23609771989017,3.47635180618051,4.437687,"meanPD"
"53","414390",0,0.95,7.34838878846847,"Rarefaction",2.13319387565655,0.208329821494887,1.72487492862092,2.54151282269219,4.437687,"meanPD"
"54","414391",0,0.95,21.7838583874457,"Rarefaction",2.95906845202028,0.662390889994412,1.6608061639438,4.25733074009676,4.437687,"meanPD"
"55","414532",0,0.95,12.2201264167175,"Rarefaction",2.2039817630237,0.166235962856561,1.8781652628895,2.5297982631579,4.437687,"meanPD"
"56","414533",0,0.95,7.35713190819269,"Rarefaction",2.26591982004686,0.284456753536275,1.70839482795657,2.82344481213714,4.437687,"meanPD"
"57","415606",0,0.95,7.32490594170419,"Rarefaction",2.63347327666804,0.112577383100947,2.41282566031642,2.85412089301966,4.437687,"meanPD"
"58","415615",0,0.95,7.6698072067258,"Rarefaction",2.27814188050469,0.227238085258465,1.83276341748225,2.72352034352712,3.213625,"meanPD"
"59","415736",0,0.95,11.7300810143282,"Rarefaction",2.16437926706025,0.32722660802376,1.52302690055048,2.80573163357003,4.437687,"meanPD"
"60","415746",0,0.95,15.4924726847477,"Extrapolation",2.38066237692184,0.531874521853089,1.33820746979532,3.42311728404836,4.437687,"meanPD"
"61","415747",0,0.95,19.9499690511609,"Rarefaction",2.66500375904788,0.657125732524767,1.37706098998484,3.95294652811092,1.580814,"meanPD"
"62","415750",0,0.95,5.79999904090334,"Rarefaction",2.33356981738404,0.251772084401156,1.8401055996452,2.82703403512288,4.437687,"meanPD"
"63","416835",0,0.95,8.15144254843734,"Rarefaction",2.63647118035697,0.210405962929029,2.2240830708836,3.04885928983033,4.437687,"meanPD"
"64","416961",0,0.95,12.6488802246408,"Rarefaction",2.10763038733397,0.0988992923635981,1.91379133620482,2.30146943846312,4.437687,"meanPD"
"65","418015",0,0.95,10.8810575317198,"Rarefaction",2.23254439717387,0.132670702204258,1.97251459904989,2.49257419529786,3.213625,"meanPD"
"66","419229",0,0.95,31.9913254273859,"Extrapolation",2.45119666667499,0.205211093421222,2.04899031434131,2.85340301900867,3.213625,"meanPD"
"67","419261",0,0.95,14.6847321734936,"Extrapolation",3.2749419035437,0.878110477802594,1.55387699260335,4.99600681448404,4.437687,"meanPD"
"68","419263",0,0.95,8.87940489282653,"Rarefaction",2.63358955696466,0.338598026126616,1.96994962052014,3.29722949340918,4.437687,"meanPD"
"69","421662",0,0.95,13.6751816298766,"Rarefaction",2.30995247574254,0.243593324302427,1.8325183332354,2.78738661824968,3.213625,"meanPD"
"70","422890",0,0.95,9.48130923609606,"Rarefaction",2.37658576189767,0.0824239126435786,2.21503786165138,2.53813366214396,4.437687,"meanPD"
"71","425303",0,0.95,6.01457020241846,"Rarefaction",2.27264437418374,0.387154841229416,1.51383482893377,3.03145391943372,3.213625,"meanPD"
"72","425331",0,0.95,11.0577797542839,"Rarefaction",2.39945068053577,0.220647281450534,1.96698995560605,2.83191140546549,4.437687,"meanPD"
"73","425461",0,0.95,11.5784484539882,"Extrapolation",2.4254906891811,0.409762040393342,1.6223718477785,3.2286095305837,4.437687,"meanPD"
"74","426674",0,0.95,11.5842442190159,"Rarefaction",2.10465126537675,0.200746232608083,1.71119587943281,2.49810665132069,4.437687,"meanPD"
"75","427729",0,0.95,8.33403228881403,"Rarefaction",2.25432524714697,0.0544349830032921,2.14763464096147,2.36101585333247,3.213625,"meanPD"
"76","427889",0,0.95,11.8533432966875,"Rarefaction",1.84286792144781,0.389173909681296,1.08010107474983,2.60563476814579,4.437687,"meanPD"
"77","428131",0,0.95,18.2070839019203,"Extrapolation",2.68580184714845,0.643224228545032,1.42510552521663,3.94649816908027,4.437687,"meanPD"
"78","428960",0,0.95,7.44113061759904,"Rarefaction",2.14765750992297,0.144180024939376,1.86506985375171,2.43024516609423,4.437687,"meanPD"
"79","428961",0,0.95,8.77304476820014,"Rarefaction",1.62183156463045,0.201236016449688,1.22741621999675,2.01624690926415,4.437687,"meanPD"
"80","428962",0,0.95,13.4215344381759,"Rarefaction",2.25839645333266,0.0941975105474999,2.07377272522623,2.44302018143909,4.437687,"meanPD"
"81","429102",0,0.95,8.57822332212604,"Extrapolation",2.44231241410221,0.525467932003744,1.41241419234413,3.47221063586029,4.437687,"meanPD"
"82","430163",0,0.95,16.689993850006,"Rarefaction",2.25658068014679,0.291531943827675,1.68518856990159,2.82797279039199,3.213625,"meanPD"
"83","430171",0,0.95,4.12848699086305,"Rarefaction",1.07592915697141,0.0384315352689997,1.00060473197359,1.15125358196923,14.582255,"meanPD"
"84","430172",0,0.95,19.1522065781772,"Rarefaction",2.2497123307339,0.0878688668381701,2.07749251636874,2.42193214509906,4.437687,"meanPD"
"85","430173",0,0.95,8.31820808777074,"Rarefaction",1.66554565406528,0.0560536292031901,1.55568255962426,1.77540874850629,4.437687,"meanPD"
"86","430174",0,0.95,2544.99607511156,"Rarefaction",3.07274330791027,0.277155017006742,2.52952945644247,3.61595715937807,4.437687,"meanPD"
"87","430175",0,0.95,12.2018117052666,"Rarefaction",2.12386830837579,0.21819240899997,1.69621904503582,2.55151757171577,4.437687,"meanPD"
"88","431374",0,0.95,14.7945573550191,"Extrapolation",2.40309423278888,0.434403894492049,1.55167824484052,3.25451022073723,3.213625,"meanPD"
"89","431378",0,0.95,7.10795513192402,"Rarefaction",2.04986164391197,0.127893481944273,1.79919502544377,2.30052826238017,3.213625,"meanPD"
"90","432607",0,0.95,8.86604031580809,"Rarefaction",2.40760929180519,0.121559913121015,2.16935624012418,2.6458623434862,4.437687,"meanPD"
"91","435030",0,0.95,11.168199037606,"Rarefaction",2.48161919278298,0.314965334430223,1.86429848092113,3.09893990464483,4.437687,"meanPD"
"92","436231",0,0.95,7.43503908848972,"Rarefaction",2.03306467025686,0.102137547379496,1.83287875592379,2.23325058458992,3.213625,"meanPD"
"93","436233",0,0.95,13.9050815857938,"Rarefaction",1.97766365598088,0.24228847394725,1.50278697317509,2.45254033878666,3.213625,"meanPD"
"94","436245",0,0.95,13.0049113974938,"Rarefaction",2.33618353498528,0.249253871048757,1.84765492472253,2.82471214524804,4.437687,"meanPD"
"95","437444",0,0.95,17.0808093349846,"Extrapolation",2.59764217603152,0.508725887768942,1.60055775800123,3.59472659406181,3.213625,"meanPD"
"96","437445",0,0.95,5.8943765436977,"Rarefaction",2.01571618937588,0.113875393869325,1.79252451866669,2.23890786008507,3.213625,"meanPD"
"97","437447",0,0.95,5.500017527259,"Rarefaction",1.27652470296653,0.397611735771053,0.497220021024805,2.05582938490825,3.213625,"meanPD"
"98","437448",0,0.95,1.9383755522068,"Rarefaction",1.08618081979729,0.207516019615424,0.679456895135955,1.49290474445863,3.213625,"meanPD"
"99","437477",0,0.95,8.57822332212604,"Extrapolation",3.00092339942862,1.10546342041261,0.834254909193439,5.16759188966381,4.437687,"meanPD"
"100","438660",0,0.95,6.30229964108579,"Rarefaction",1.35159738550009,0.173480859916529,1.01158114805665,1.69161362294352,14.582255,"meanPD"
"101","438661",0,0.95,16.018583375514,"Rarefaction",2.33790466001728,0.161448593291692,2.02147123181091,2.65433808822365,4.437687,"meanPD"
"102","438663",0,0.95,10.5674081171449,"Rarefaction",1.89219457066472,0.130100147358764,1.63720296745819,2.14718617387125,3.213625,"meanPD"
"103","438664",0,0.95,9.91989974468956,"Rarefaction",1.68747073599094,0.104272183604893,1.483101011536,1.89184046044588,4.437687,"meanPD"
"104","438691",0,0.95,12.0704911741129,"Rarefaction",3.12524128391969,0.270590676309274,2.59489330380118,3.6555892640382,4.437687,"meanPD"
"105","439875",0,0.95,14.4381011567304,"Rarefaction",2.16176766733284,0.104915178091653,1.9561376968416,2.36739763782409,3.213625,"meanPD"
"106","439878",0,0.95,14.4756977882066,"Rarefaction",2.02602034394305,0.0669229421281592,1.8948537876324,2.1571869002537,3.213625,"meanPD"
"107","439879",0,0.95,14.2244808133184,"Rarefaction",1.88690273379669,0.292390171493193,1.31382852823654,2.45997693935684,3.213625,"meanPD"
"108","440016",0,0.95,6,"Extrapolation",2.35622476303534,0.753051701674493,0.880270549256732,3.83217897681394,4.437687,"meanPD"
"109","441090",0,0.95,10.0248126174559,"Rarefaction",1.25616217743879,0.0122198073837232,1.23221179506868,1.2801125598089,14.582255,"meanPD"
"110","441092",0,0.95,1.18324217399572,"Rarefaction",1.01004833330112,0.0327303457651904,0.945898034399808,1.07419863220244,3.213625,"meanPD"
"111","441093",0,0.95,8.92797929896904,"Rarefaction",1.74838376606145,0.132325748167428,1.48903006542597,2.00773746669692,3.213625,"meanPD"
"112","441101",0,0.95,12.0515537412291,"Rarefaction",2.57758955366248,0.362249991182652,1.86759261754453,3.28758648978043,4.437687,"meanPD"
"113","442299",0,0.95,7.75000858388835,"Rarefaction",2.66418589069149,0.247544598324776,2.1790073934075,3.14936438797549,4.437687,"meanPD"
"114","442304",0,0.95,8.27992530067638,"Rarefaction",2.02326001245288,0.0534305823562831,1.91853799536156,2.1279820295442,3.213625,"meanPD"
"115","442307",0,0.95,17.9411001095168,"Rarefaction",2.66797471553971,0.215038568810088,2.2465068653849,3.08944256569452,4.437687,"meanPD"
"116","443518",0,0.95,6.86099879154958,"Rarefaction",1.43140673813344,0.157744322513337,1.12223354724163,1.74057992902525,3.213625,"meanPD"
"117","443522",0,0.95,15.7689132587254,"Rarefaction",2.02214552307685,0.366454438840151,1.30390802097532,2.74038302517838,4.437687,"meanPD"
"118","443532",0,0.95,11.7300810143282,"Rarefaction",2.57305759539658,0.350708519506584,1.88568152809232,3.26043366270085,4.437687,"meanPD"
"119","444731",0,0.95,5.66784442294123,"Rarefaction",2.00354973106036,0.0311493487901939,1.9424981292897,2.06460133283102,3.213625,"meanPD"
"120","444732",0,0.95,8.65402353442729,"Rarefaction",1.37948775694229,0.111024720138571,1.16188330407705,1.59709220980753,14.582255,"meanPD"
"121","444733",0,0.95,0.973310989737794,"Rarefaction",0.973310690525526,0.159035532805992,0.661606773963643,1.28501460708741,3.213625,"meanPD"
"122","444734",0,0.95,0.980752544823561,"Rarefaction",0.980752244456537,0.381522811483316,0.232981274668773,1.7285232142443,3.213625,"meanPD"
"123","445946",0,0.95,5.56074998109894,"Rarefaction",2.00711983754863,0.0665318004523852,1.87671990483535,2.13751977026191,3.213625,"meanPD"
"124","445947",0,0.95,6.59336268338043,"Rarefaction",1.94637165880808,0.0683719147085727,1.81236516842523,2.08037814919092,3.213625,"meanPD"
"125","445949",0,0.95,0.960531650173367,"Rarefaction",0.960531434916112,0.34546864869557,0.283425325685075,1.63763754414715,4.437687,"meanPD"
"126","445950",0,0.95,13.0308786647017,"Rarefaction",1.58453953472345,0.257739959072753,1.07937849756403,2.08970057188287,4.437687,"meanPD"
"127","445963",0,0.95,5.80001472714203,"Rarefaction",2.67753281218767,0.287068421545912,2.11488904485892,3.24017657951642,4.437687,"meanPD"
"128","445966",0,0.95,12.9227562154307,"Rarefaction",2.22707031247506,0.117551438092352,1.99667372748316,2.45746689746696,4.437687,"meanPD"
"129","445980",0,0.95,21.3412755216927,"Rarefaction",2.7020469649568,0.176463026544747,2.35618578832616,3.04790814158744,14.582255,"meanPD"
"130","446072",0,0.95,11.5784484539882,"Extrapolation",2.4254906891811,0.417526753544942,1.60715328965108,3.24382808871112,4.437687,"meanPD"
"131","447164",0,0.95,5.48834864247282,"Rarefaction",1.90038414496324,0.0246303094055588,1.85210962560027,1.94865866432621,4.437687,"meanPD"
"132","447165",0,0.95,9.82668367938376,"Rarefaction",1.59908986551644,0.212811698921224,1.18198660014206,2.01619313089082,4.437687,"meanPD"
"133","447194",0,0.95,8.57822332212604,"Extrapolation",2.3778651292669,0.588692098532195,1.22404981816049,3.5316804403733,14.582255,"meanPD"
"134","447285",0,0.95,5.47498135733492,"Rarefaction",2.32231793997641,0.412313810882347,1.51419772031855,3.13043815963426,4.437687,"meanPD"
"135","448374",0,0.95,6.99858767396551,"Rarefaction",2.09891595859037,0.0594786477056114,1.98233995123823,2.21549196594252,3.213625,"meanPD"
"136","448375",0,0.95,7.75000858388835,"Rarefaction",2.33407344730296,0.225640484211324,1.89182622479459,2.77632066981133,3.213625,"meanPD"
"137","448377",0,0.95,1.64318887900889,"Rarefaction",1.03187717836953,0.528012388894865,0,2.06676244399442,4.437687,"meanPD"
"138","448378",0,0.95,13.5005665178103,"Rarefaction",1.74471685020276,0.130781908851799,1.48838901902383,2.00104468138168,4.437687,"meanPD"
"139","448455",0,0.95,8.1408083219038,"Rarefaction",2.16289174256167,0.182349760687675,1.80549277902433,2.52029070609901,4.437687,"meanPD"
"140","449660",0,0.95,6,"Extrapolation",2.52338318420369,0.949316328819184,0.662757369782307,4.38400899862507,4.437687,"meanPD"
"141","449663",0,0.95,10.4628704871893,"Rarefaction",2.42291927503823,0.306142628454842,1.82289074913431,3.02294780094215,4.437687,"meanPD"
"142","450805",0,0.95,14.0166593981731,"Rarefaction",2.07149150444907,0.402803106681147,1.28201192249318,2.86097108640497,3.213625,"meanPD"
"143","450878",0,0.95,6.84003388440014,"Rarefaction",2.40481019967906,0.123053054081979,2.16363064549072,2.6459897538674,4.437687,"meanPD"
"144","452018",0,0.95,6.8456276141429,"Rarefaction",1.22435821306703,0.0118215363718592,1.20118842753625,1.2475279985978,14.582255,"meanPD"
"145","452019",0,0.95,6.17979836795024,"Rarefaction",1.38423591377038,0.114126982973988,1.16055113747714,1.60792069006361,3.213625,"meanPD"
"146","452020",0,0.95,9.19792063488124,"Rarefaction",2.10008688523565,0.161709554288753,1.78314198287367,2.41703178759763,3.213625,"meanPD"
"147","453233",0,0.95,12.0586650054489,"Extrapolation",2.61992954777769,0.736078004919646,1.17724316832308,4.06261592723229,3.213625,"meanPD"
"148","453252",0,0.95,15.912295761185,"Rarefaction",2.06725203405331,0.126107559108243,1.82008576002289,2.31441830808372,14.582255,"meanPD"
"149","455662",0,0.95,16.2333742183136,"Rarefaction",2.27716758811498,0.19915739666808,1.88682626339078,2.66750891283917,3.213625,"meanPD"
"150","455666",0,0.95,8.41863547658776,"Rarefaction",1.97922755320371,0.217242981171206,1.55343913421403,2.40501597219339,4.437687,"meanPD"
"151","456875",0,0.95,11.6011867617474,"Rarefaction",1.73450498808364,0.219681651154939,1.30393686375567,2.16507311241162,4.437687,"meanPD"
"152","456908",0,0.95,9.6492441657957,"Extrapolation",2.93449840125259,1.08446770642647,0.808980754259959,5.06001604824523,3.213625,"meanPD"
"153","458089",0,0.95,1.60725229641452,"Rarefaction",1.01365314604407,0.037737206320716,0.939689580778311,1.08761671130983,14.582255,"meanPD"
"154","459304",0,0.95,15.4924726847477,"Extrapolation",3.06483120974867,0.589239309384295,1.9099433850802,4.21971903441714,3.213625,"meanPD"
"155","459309",0,0.95,13.3079005510109,"Rarefaction",1.64492903177329,0.353247117375111,0.952577404075479,2.3372806594711,3.213625,"meanPD"
"156","459359",0,0.95,16.5247526682447,"Rarefaction",2.51880967763308,0.184658731681028,2.15688521410741,2.88073414115874,4.437687,"meanPD"
"157","459443",0,0.95,10.6459933404618,"Extrapolation",2.43192252518035,0.371280699471963,1.70422572606046,3.15961932430023,4.437687,"meanPD"
"158","459450",0,0.95,9.12853387405436,"Extrapolation",2.79699781102182,1.00159772868806,0.833902335796113,4.76009328624753,4.437687,"meanPD"
"159","460555",0,0.95,6.29999516189408,"Rarefaction",2.44792500829453,0.355665921981475,1.7508326106826,3.14501740590645,4.437687,"meanPD"
"160","460571",0,0.95,12.4300283640512,"Rarefaction",2.91089736281855,0.11957242087573,2.67653972435786,3.14525500127925,4.437687,"meanPD"
"161","460574",0,0.95,8.79722930421333,"Rarefaction",2.37664150633166,0.066877592547033,2.24556383356673,2.50771917909659,4.437687,"meanPD"
"162","460651",0,0.95,7.75000858388835,"Rarefaction",2.32815879196906,0.193633122448392,1.94864484575617,2.70767273818194,4.437687,"meanPD"
"163","461785",0,0.95,14.9179371607582,"Rarefaction",2.70224124279557,0.200926058717715,2.30843340415327,3.09604908143788,4.437687,"meanPD"
"164","461788",0,0.95,11.3437658216559,"Rarefaction",2.36488024185547,0.17885216426865,2.01433644133187,2.71542404237906,4.437687,"meanPD"
"165","463001",0,0.95,7.67378085772211,"Rarefaction",2.3492185429991,0.0613098346773285,2.22905347513343,2.46938361086477,4.437687,"meanPD"
"166","463002",0,0.95,10.6459933404618,"Extrapolation",2.48505155951738,0.682567530487054,1.14724378274631,3.82285933628845,4.437687,"meanPD"
"167","463003",0,0.95,12.4831268551101,"Rarefaction",2.37670347773953,0.570561955629697,1.25842259375658,3.49498436172247,4.437687,"meanPD"
"168","464214",0,0.95,14.8285224252522,"Rarefaction",2.6730043318761,0.244547797978029,2.19369945534058,3.15230920841161,4.437687,"meanPD"
"169","464215",0,0.95,12.175624591529,"Rarefaction",1.81416094204573,0.329254799609123,1.16883339307489,2.45948849101656,4.437687,"meanPD"
"170","464217",0,0.95,10.4078273960692,"Rarefaction",1.95776513134419,0.253622956356804,1.46067327123228,2.45485699145609,4.437687,"meanPD"
"171","464218",0,0.95,6.58662951181895,"Rarefaction",1.75748383252398,0.0749762579001993,1.610533067344,1.90443459770396,4.437687,"meanPD"
"172","466722",0,0.95,7.88093570234595,"Rarefaction",2.25703727152518,0.357537219031191,1.55627719909144,2.95779734395892,4.437687,"meanPD"
"173","469152",0,0.95,8.57822332212604,"Extrapolation",2.40150629649957,0.618321544249816,1.18961833890474,3.6133942540944,4.437687,"meanPD"
"174","470238",0,0.95,4.75000330887417,"Rarefaction",2.68336142906137,0.677219645533034,1.35603531419364,4.0106875439291,4.437687,"meanPD"
"175","470259",0,0.95,6.01457020241846,"Rarefaction",2.22879475771974,0.261381897039634,1.7164956533113,2.74109386212818,14.582255,"meanPD"
"176","470264",0,0.95,9.69846235568073,"Rarefaction",2.46400657486932,0.357129892486276,1.76404484779355,3.16396830194508,3.213625,"meanPD"
"177","470363",0,0.95,9.36979805325157,"Rarefaction",2.28906555273144,0.0511778658290954,2.18875877890079,2.38937232656209,4.437687,"meanPD"
"178","470367",0,0.95,9.62308696700215,"Rarefaction",2.17898250754507,0.0407647475927507,2.09908507042441,2.25887994466573,4.437687,"meanPD"
"179","471580",0,0.95,7.21918811051793,"Rarefaction",2.30896013041073,0.0346219990095071,2.24110225927932,2.37681800154215,4.437687,"meanPD"
"180","473902",0,0.95,8.6249967380817,"Rarefaction",2.43779973566756,0.512876549538568,1.43258017005679,3.44301930127832,4.437687,"meanPD"
"181","473903",0,0.95,14.7945573550191,"Extrapolation",2.48505155951738,0.530460834591762,1.44536742850847,3.52473569052629,4.437687,"meanPD"
"182","475094",0,0.95,177.75926435396,"Rarefaction",1.43676991607257,0.106647106071739,1.22774542911654,1.6457944030286,3.213625,"meanPD"
"183","475217",0,0.95,14.0578457557382,"Extrapolation",2.40372139810672,0.491746412263363,1.43991614054374,3.36752665566969,4.437687,"meanPD"
"184","476365",0,0.95,11.4325894557789,"Rarefaction",3.07455118011399,0.212730582346534,2.65760690030455,3.49149545992342,4.437687,"meanPD"
"185","476381",0,0.95,12.4541524808274,"Extrapolation",2.91471267756585,1.02201328243961,0.911603452262655,4.91782190286905,4.437687,"meanPD"
"186","476382",0,0.95,7.97574779959021,"Rarefaction",2.40404729944995,0.096672628706848,2.21457242889372,2.59352217000618,3.213625,"meanPD"
"187","476386",0,0.95,9.50837420756593,"Rarefaction",2.25530567182634,0.266516692630011,1.73294255299278,2.77766879065989,3.213625,"meanPD"
"188","476387",0,0.95,17.0808093349846,"Extrapolation",2.76925684995974,0.438975767688978,1.90888015520352,3.62963354471595,4.437687,"meanPD"
"189","476511",0,0.95,17.94997759953,"Rarefaction",2.30010401232598,0.481932389145455,1.35553388661754,3.24467413803441,4.437687,"meanPD"
"190","477522",0,0.95,27.7579206369025,"Rarefaction",2.12543536585689,0.166679321732822,1.798749898293,2.45212083342079,14.582255,"meanPD"
"191","477579",0,0.95,14.3614908873812,"Rarefaction",1.72959689083749,0.123770365745017,1.48701143162391,1.97218235005107,14.582255,"meanPD"
"192","477644",0,0.95,1.65039260857753,"Rarefaction",1.02275642005956,0.127996395585201,0.771888094561622,1.27362474555749,14.582255,"meanPD"
"193","477645",0,0.95,6.17416310871081,"Rarefaction",1.94675097363069,0.093424965024374,1.763641406926,2.12986054033537,4.437687,"meanPD"
