"","Assemblage","Order.q","SC","m","Method","qFD","s.e.","qFD.LCL","qFD.UCL"
"74","426674",0,0.95,11.5842442190159,"Rarefaction",1.18504697348884,0.0334353280218484,1.11951493475473,1.25057901222294
"75","427729",0,0.95,8.33403228881403,"Rarefaction",1.20691325654565,0.0166332551922155,1.17431267542324,1.23951383766805
"76","427889",0,0.95,11.8533432966875,"Rarefaction",1.13782946562042,0.0408733385382264,1.05771919415759,1.21793973708326
"77","428131",0,0.95,18.2070839019203,"Extrapolation",1.56642287580839,0.105010030766809,1.36060699749,1.77223875412678
"78","428960",0,0.95,7.44113061759904,"Rarefaction",1.28582306831395,0.0182137504059294,1.25012477349492,1.32152136313297
"79","428961",0,0.95,8.77304476820014,"Rarefaction",1.13641793045723,0.0438103477459388,1.05055122672501,1.22228463418944
"80","428962",0,0.95,13.4215344381759,"Rarefaction",1.23899604133227,0.0183575498835967,1.20301590471602,1.27497617794852
"81","429102",0,0.95,8.57822332212604,"Extrapolation",1.27015304852296,0.0762780723651166,1.12065077387719,1.41965532316873
"82","430163",0,0.95,16.689993850006,"Rarefaction",1.15587265165897,0.0541688887503312,1.04970358062577,1.26204172269218
"83","430171",0,0.95,4.12848699086305,"Rarefaction",1.05991274246467,0.0194717034946413,1.02174890489753,1.09807658003181
"84","430172",0,0.95,19.1522065781772,"Rarefaction",1.22703673074121,0.012969967828625,1.20161606091647,1.25245740056596
"85","430173",0,0.95,8.31820808777074,"Rarefaction",1.15193218324395,0.0157725908579372,1.1210184732195,1.18284589326839
"86","430174",0,0.95,2544.99607511156,"Rarefaction",1.4063776174286,0.0270598724548905,1.35334124199077,1.45941399286644
"87","430175",0,0.95,12.2018117052666,"Rarefaction",1.22494001627678,0.0394035870018537,1.14771040489146,1.30216962766211
"88","431374",0,0.95,14.7945573550191,"Extrapolation",1.19560075915497,0.0861014389787804,1.02684503973948,1.36435647857045
"89","431378",0,0.95,7.10795513192402,"Rarefaction",1.14983679759285,0.0236896369155898,1.10340596243146,1.19626763275423
"90","432607",0,0.95,8.86604031580809,"Rarefaction",1.27781129645155,0.0237163424856047,1.23132811933475,1.32429447356836
"91","435030",0,0.95,11.168199037606,"Rarefaction",1.28475426729676,0.0381471923248164,1.2099871442288,1.35952139036473
"92","436231",0,0.95,7.43503908848972,"Rarefaction",1.14357055477966,0.0198157105885398,1.10473247569805,1.18240863386126
"93","436233",0,0.95,13.9050815857938,"Rarefaction",1.13917356467009,0.0384878356826286,1.06373879288924,1.21460833645094
"94","436245",0,0.95,13.0049113974938,"Rarefaction",1.26128857588125,0.0379190614061285,1.18696858119768,1.33560857056483
"95","437444",0,0.95,17.0808093349846,"Extrapolation",1.23590125405501,0.0420830066251962,1.15342007670847,1.31838243140156
"96","437445",0,0.95,5.8943765436977,"Rarefaction",1.14459993226616,0.0193426115832334,1.10668911019608,1.18251075433624
"97","437447",0,0.95,5.500017527259,"Rarefaction",1.03628749309473,0.0477857435305496,0.942629156800388,1.12994582938908
"98","437448",0,0.95,1.9383755522068,"Rarefaction",1.02257638521293,0.0396040141220123,0.944953943890567,1.10019882653529
"99","437477",0,0.95,8.57822332212604,"Extrapolation",1.31675168751276,0.10898234461704,1.10315021711262,1.53035315791289
"100","438660",0,0.95,6.30229964108579,"Rarefaction",1.13480689631148,0.0146075448010418,1.10617663459888,1.16343715802408
"101","438661",0,0.95,16.018583375514,"Rarefaction",1.20549781033384,0.0332480975957448,1.14033273649171,1.27066288417597
"102","438663",0,0.95,10.5674081171449,"Rarefaction",1.10682228439385,0.0165578320229656,1.07436952996678,1.13927503882093
"103","438664",0,0.95,9.91989974468956,"Rarefaction",1.11190057150846,0.014348851661182,1.08377733903304,1.14002380398389
"104","438691",0,0.95,12.0704911741129,"Rarefaction",1.41286872541807,0.0214198620074253,1.3708865673297,1.45485088350644
"105","439875",0,0.95,14.4381011567304,"Rarefaction",1.16778491860601,0.0363338762237318,1.09657182978876,1.23899800742326
"106","439878",0,0.95,14.4756977882066,"Rarefaction",1.18298324183279,0.00913668657011771,1.16507566521733,1.20089081844825
"107","439879",0,0.95,14.2244808133184,"Rarefaction",1.11950227410858,0.0420341684187452,1.03711681788775,1.20188773032941
"108","440016",0,0.95,6,"Extrapolation",1.22346937552041,0.0836132712584354,1.0595903752243,1.38734837581652
"109","441090",0,0.95,10.0248126174559,"Rarefaction",1.14140676625712,0.00448182571319519,1.13262254927427,1.15019098323997
"110","441092",0,0.95,1.18324217399572,"Rarefaction",1.00202195487964,0.0231653948004996,0.956618615383012,1.04742529437627
"111","441093",0,0.95,8.92797929896904,"Rarefaction",1.08400294761946,0.0208425980752132,1.0431522060478,1.12485368919112
"112","441101",0,0.95,12.0515537412291,"Rarefaction",1.29177948092295,0.05714023713363,1.17978667407296,1.40377228777294
"113","442299",0,0.95,7.75000858388835,"Rarefaction",1.29266631728947,0.0767490205269587,1.14224100120791,1.44309163337103
"114","442304",0,0.95,8.27992530067638,"Rarefaction",1.14073706801881,0.00935925643669855,1.12239326248081,1.15908087355681
"115","442307",0,0.95,17.9411001095168,"Rarefaction",1.28723574228825,0.0268339322574168,1.23464220150013,1.33982928307638
"116","443518",0,0.95,6.86099879154958,"Rarefaction",1.049657167296,0.0158579942957782,1.01857606960923,1.08073826498277
"117","443522",0,0.95,15.7689132587254,"Rarefaction",1.14952788588666,0.0519759323854532,1.04765693034828,1.25139884142503
"118","443532",0,0.95,11.7300810143282,"Rarefaction",1.29680883397692,0.0253564953130243,1.24711101638924,1.34650665156461
"119","444731",0,0.95,5.66784442294123,"Rarefaction",1.14566433200078,0.00787562244535253,1.13022839565205,1.16110026834951
"120","444732",0,0.95,8.65402353442729,"Rarefaction",1.16805695964802,0.0152334504514799,1.13819994540284,1.19791397389319
"121","444733",0,0.95,0.973310989737794,"Rarefaction",0.973310980004684,0.0110062828658324,0.951739061983992,0.994882898025376
"122","444734",0,0.95,0.980752544823561,"Rarefaction",0.980752535016036,0.0489738880906323,0.884765478175501,1.07673959185657
"123","445946",0,0.95,5.56074998109894,"Rarefaction",1.14627110987539,0.00940539462862972,1.12783687514289,1.16470534460789
"124","445947",0,0.95,6.59336268338043,"Rarefaction",1.12834895463142,0.020508074808366,1.08815386661477,1.16854404264807
"125","445949",0,0.95,0.960531650173367,"Rarefaction",0.96053164056805,0.025740918664686,0.910080367056291,1.01098291407981
"126","445950",0,0.95,13.0308786647017,"Rarefaction",1.0991522610121,0.0367718213922834,1.02708081543729,1.17122370658692
"127","445963",0,0.95,5.80001472714203,"Rarefaction",1.34574839856996,0.0525157649979757,1.24281939055336,1.44867740658657
"128","445966",0,0.95,12.9227562154307,"Rarefaction",1.23163635450561,0.0225637925086412,1.18741213383404,1.27586057517718
"129","445980",0,0.95,21.3412755216927,"Rarefaction",1.48029092632503,0.0312506381103715,1.41904080113481,1.54154105151525
"130","446072",0,0.95,11.5784484539882,"Extrapolation",1.2524619246312,0.0775920136304237,1.10038437242762,1.40453947683477
"131","447164",0,0.95,5.48834864247282,"Rarefaction",1.24838278677092,0.00943127866097499,1.22989782026725,1.26686775327459
"132","447165",0,0.95,9.82668367938376,"Rarefaction",1.12301119488118,0.0390767622171053,1.04642214830322,1.19960024145914
"133","447194",0,0.95,8.57822332212604,"Extrapolation",1.38562923784439,0.139599913916042,1.11201843432405,1.65924004136472
"134","447285",0,0.95,5.47498135733492,"Rarefaction",1.22548580580799,0.0691789510741257,1.08989755321445,1.36107405840154
"135","448374",0,0.95,6.99858767396551,"Rarefaction",1.16514063109262,0.0154197675704286,1.13491844200461,1.19536282018064
"136","448375",0,0.95,7.75000858388835,"Rarefaction",1.22983444488832,0.0446734621303112,1.1422760680482,1.31739282172845
"137","448377",0,0.95,1.64318887900889,"Rarefaction",1.01442998712069,0.056754271405271,0.903193659197547,1.12566631504383
"138","448378",0,0.95,13.5005665178103,"Rarefaction",1.13167060205154,0.0176835295299871,1.09701152105321,1.16632968304986
"139","448455",0,0.95,8.1408083219038,"Rarefaction",1.24130598154527,0.0664522113752544,1.11106204055673,1.37154992253382
"140","449660",0,0.95,6,"Extrapolation",1.39455780918367,0.158404147397814,1.08409138528218,1.70502423308516
"141","449663",0,0.95,10.4628704871893,"Rarefaction",1.34898069055592,0.053685235145038,1.24375956317009,1.45420181794176
"142","450805",0,0.95,14.0166593981731,"Rarefaction",1.20638645848039,0.0443279208659109,1.11950533007366,1.29326758688711
"143","450878",0,0.95,6.84003388440014,"Rarefaction",1.39130693976578,0.0150823102933498,1.36174615478715,1.4208677247444
"144","452018",0,0.95,6.8456276141429,"Rarefaction",1.13043503712833,0.00496799738552458,1.12069794117741,1.14017213307925
"145","452019",0,0.95,6.17979836795024,"Rarefaction",1.04571066395823,0.0124383375647167,1.02133197030383,1.07008935761262
"146","452020",0,0.95,9.19792063488124,"Rarefaction",1.1492967207685,0.0370120096979386,1.07675451476509,1.2218389267719
"147","453233",0,0.95,12.0586650054489,"Extrapolation",1.26524300833463,0.0370444421941566,1.19263723580671,1.33784878086256
"148","453252",0,0.95,15.912295761185,"Rarefaction",1.18035805897463,0.0277748069803267,1.12592043761564,1.23479568033362
"149","455662",0,0.95,16.2333742183136,"Rarefaction",1.16449433445133,0.0281834655453078,1.109255757023,1.21973291187966
"150","455666",0,0.95,8.41863547658776,"Rarefaction",1.23222196902161,0.0319715795484516,1.16955882457779,1.29488511346544
"151","456875",0,0.95,11.6011867617474,"Rarefaction",1.29758212363156,0.0922871373832356,1.11670265812411,1.478461589139
"152","456908",0,0.95,9.6492441657957,"Extrapolation",1.2955296274723,0.0607724637617042,1.1764177872476,1.41464146769701
"153","458089",0,0.95,1.60725229641452,"Rarefaction",1.01158793311434,0.0248013681896862,0.962978144695236,1.06019772153344
"154","459304",0,0.95,15.4924726847477,"Extrapolation",1.34021365614827,0.0502813298102419,1.24166406062541,1.43876325167112
"155","459309",0,0.95,13.3079005510109,"Rarefaction",1.12361576730695,0.0545005098996804,1.01679673076451,1.2304348038494
"156","459359",0,0.95,16.5247526682447,"Rarefaction",1.29319008860585,0.0217137144792102,1.25063199025601,1.33574818695569
"157","459443",0,0.95,10.6459933404618,"Extrapolation",1.25921403016782,0.0582200660437532,1.14510479754452,1.37332326279112
"158","459450",0,0.95,9.12853387405436,"Extrapolation",1.23179436069009,0.0539592049527001,1.12603626234838,1.33755245903179
"159","460555",0,0.95,6.29999516189408,"Rarefaction",1.38243435677117,0.0860528868081243,1.21377379786155,1.5510949156808
"160","460571",0,0.95,12.4300283640512,"Rarefaction",1.44329133054029,0.016537754670295,1.41087792700136,1.47570473407923
"161","460574",0,0.95,8.79722930421333,"Rarefaction",1.37509728487062,0.0383465395303784,1.29993944845933,1.4502551212819
"162","460651",0,0.95,7.75000858388835,"Rarefaction",1.23752947087375,0.044499514603342,1.15031202492168,1.32474691682581
"163","461785",0,0.95,14.9179371607582,"Rarefaction",1.38636902746783,0.0248310182305657,1.33770112603646,1.43503692889919
"164","461788",0,0.95,11.3437658216559,"Rarefaction",1.34828442770682,0.0523135090870913,1.24575183399121,1.45081702142243
"165","463001",0,0.95,7.67378085772211,"Rarefaction",1.37374109172643,0.0132732504255969,1.34772599893448,1.39975618451838
"166","463002",0,0.95,10.6459933404618,"Extrapolation",1.40235056906687,0.0984325567817594,1.20942630286843,1.59527483526532
"167","463003",0,0.95,12.4831268551101,"Rarefaction",1.31034909914349,0.0705151740703011,1.17214189760213,1.44855630068486
"168","464214",0,0.95,14.8285224252522,"Rarefaction",1.38331902303193,0.0255466559330847,1.33324849747765,1.43338954858621
"169","464215",0,0.95,12.175624591529,"Rarefaction",1.23954982091835,0.0593527143224711,1.12322063846161,1.35587900337509
"170","464217",0,0.95,10.4078273960692,"Rarefaction",1.2926877677873,0.0395342711188113,1.21520202023939,1.37017351533521
"171","464218",0,0.95,6.58662951181895,"Rarefaction",1.29281818271786,0.00895435980860265,1.27526795998839,1.31036840544733
"172","466722",0,0.95,7.88093570234595,"Rarefaction",1.21380242921279,0.0296287739181387,1.15573109942716,1.27187375899842
"173","469152",0,0.95,8.57822332212604,"Extrapolation",1.21981291297194,0.0672160842043012,1.0880718087497,1.35155401719418
"174","470238",0,0.95,4.75000330887417,"Rarefaction",1.3267007187766,0.0937254329202058,1.14300224581757,1.51039919173563
"175","470259",0,0.95,6.01457020241846,"Rarefaction",1.29640749055713,0.100990234497902,1.09847026815099,1.49434471296328
"176","470264",0,0.95,9.69846235568073,"Rarefaction",1.25679247880071,0.0246448311246746,1.20848949739128,1.30509546021015
"177","470363",0,0.95,9.36979805325157,"Rarefaction",1.2215404833059,0.0151689601151794,1.19180986779722,1.25127109881458
"178","470367",0,0.95,9.62308696700215,"Rarefaction",1.21390652377836,0.015212651103494,1.18409027550614,1.24372277205058
"179","471580",0,0.95,7.21918811051793,"Rarefaction",1.24142282973933,0.0156583230052231,1.2107330805908,1.27211257888786
"180","473902",0,0.95,8.6249967380817,"Rarefaction",1.34080892854586,0.074989753066436,1.19383171332609,1.48778614376562
"181","473903",0,0.95,14.7945573550191,"Extrapolation",1.3007507101922,0.0997138315105745,1.10531519167097,1.49618622871342
"182","475094",0,0.95,177.75926435396,"Rarefaction",1.03099998981574,0.0226478049803645,0.986611107725344,1.07538887190615
"183","475217",0,0.95,14.0578457557382,"Extrapolation",1.20668859411152,0.0831514858910042,1.04371467650416,1.36966251171887
"184","476365",0,0.95,11.4325894557789,"Rarefaction",1.40350882084042,0.0290918672356138,1.34648980881559,1.46052783286524
"185","476381",0,0.95,12.4541524808274,"Extrapolation",1.31539924178608,0.105534698345727,1.10855503390916,1.522243449663
"186","476382",0,0.95,7.97574779959021,"Rarefaction",1.31810799245195,0.00919494906876984,1.30008622343748,1.33612976146641
"187","476386",0,0.95,9.50837420756593,"Rarefaction",1.13192174006343,0.0153930659987053,1.10175188509432,1.16209159503254
"188","476387",0,0.95,17.0808093349846,"Extrapolation",1.23046173175101,0.0127388246804127,1.20549409417203,1.25542936932998
"189","476511",0,0.95,17.94997759953,"Rarefaction",1.50174605242978,0.118885269059237,1.26873520678132,1.73475689807824
"190","477522",0,0.95,27.7579206369025,"Rarefaction",1.20352153519998,0.0281417783881286,1.14836466309834,1.25867840730162
"191","477579",0,0.95,14.3614908873812,"Rarefaction",1.39302359393744,0.0115027649475777,1.37047858891756,1.41556859895733
"192","477644",0,0.95,1.65039260857753,"Rarefaction",1.01006352229892,0.0413051418899427,0.929106931818311,1.09102011277952
"193","477645",0,0.95,6.17416310871081,"Rarefaction",1.13298195333481,0.0178626545927398,1.09797179366476,1.16799211300486
"194","477646",0,0.95,13.8476351503698,"Rarefaction",1.39028991202637,0.0343224944602289,1.32301905902474,1.45756076502799
"195","477647",0,0.95,8.36709108474914,"Rarefaction",1.21725416079152,0.0231497927749454,1.17188140070306,1.26262692087998
"196","478754",0,0.95,9.12853387405436,"Extrapolation",1.2976463697837,0.07600808825377,1.14867325427257,1.44661948529483
"197","478831",0,0.95,10.0876176999115,"Rarefaction",1.18757636812246,0.0398016219769616,1.10956662252134,1.26558611372359
"198","478858",0,0.95,3.59734063933604,"Rarefaction",1.03960083358521,0.0367569442706326,0.967558546633027,1.1116431205374
"199","478859",0,0.95,14.02165047736,"Rarefaction",1.14618029977602,0.0440754684358878,1.05979396903995,1.2325666305121
"200","480027",0,0.95,14.6847321734936,"Extrapolation",1.28552473876598,0.0802576903971748,1.12822255610515,1.44282692142681
"201","480059",0,0.95,9.50000878864982,"Rarefaction",1.19027376147635,0.0682424625640679,1.05652099263445,1.32402653031824
"202","481240",0,0.95,16.7500031190812,"Rarefaction",1.41929974657053,0.0497614013324795,1.32176919213862,1.51683030100243
"203","481241",0,0.95,13.9166656721516,"Rarefaction",1.25339878050388,0.0583912742718122,1.13895398591973,1.36784357508803
"204","482454",0,0.95,19.715758981683,"Rarefaction",1.37640819513102,0.0360417136764302,1.30576773438411,1.44704865587792
"205","482455",0,0.95,17.3929338355931,"Rarefaction",1.42424292663208,0.0463982880277271,1.33330395315342,1.51518190011074
"206","483596",0,0.95,18.7851502983364,"Rarefaction",1.21439095959588,0.0476537129056941,1.12099139857111,1.30779052062065
"207","483666",0,0.95,6,"Extrapolation",1.32857141528571,0.104553871829789,1.12364959205511,1.53349323851632
"208","484878",0,0.95,9.42893243486521,"Rarefaction",1.32123961728591,0.0668498988757926,1.19021622311921,1.45226301145261
"209","486037",0,0.95,10.9745899391683,"Rarefaction",1.26746796353187,0.0260509605145459,1.21640901916068,1.31852690790305
"210","486111",0,0.95,6.99350324125762,"Rarefaction",1.24049275106375,0.0176690645055995,1.20586202099226,1.27512348113524
"211","487239",0,0.95,15.7611036963724,"Rarefaction",1.18975037297009,0.0410344663374598,1.10932429682385,1.27017644911633
"212","487240",0,0.95,23.0091441293041,"Rarefaction",1.25781361674034,0.0296073757932074,1.19978422650891,1.31584300697177
"213","487241",0,0.95,18.570717348577,"Rarefaction",1.23513560649195,0.0293818416109595,1.17754825513501,1.2927229578489
"214","487242",0,0.95,20.8331179279578,"Rarefaction",1.3398397400094,0.068408051887028,1.20576242205828,1.47391705796052
"215","487244",0,0.95,19.291113460621,"Extrapolation",1.27279850365928,0.0291020332661733,1.2157595665807,1.32983744073787
"216","487245",0,0.95,16.8374584868445,"Rarefaction",1.33305861291138,0.0549771652851026,1.22530534898048,1.44081187684229
"217","487246",0,0.95,29.1975786820553,"Extrapolation",1.50115982288293,0.0672824952008265,1.36928855549932,1.63303109026654
"218","487248",0,0.95,9.65715555883122,"Rarefaction",1.44296932798657,0.0364884312424006,1.3714533168991,1.51448533907404
"219","487249",0,0.95,23.2647652973898,"Extrapolation",1.36529200730034,0.039407259143308,1.28805519865002,1.44252881595066
"220","487251",0,0.95,15.2074937791298,"Rarefaction",1.29526760385429,0.0169154317938857,1.26211396675533,1.32842124095325
"221","487257",0,0.95,8.3749878140139,"Rarefaction",1.26441625398262,0.0452904522655284,1.17564859869865,1.35318390926658
"222","487315",0,0.95,13.7177703806247,"Rarefaction",1.42750915398321,0.0530414053969455,1.32354990971581,1.53146839825061
"223","487321",0,0.95,21.6562400963026,"Rarefaction",1.20575224817765,0.0665113909334544,1.07539231738641,1.33611217896888
"224","488458",0,0.95,11.5784484539882,"Extrapolation",1.24871637883127,0.0885977437980645,1.07506799187555,1.42236476578698
"225","488459",0,0.95,11.2809577670984,"Rarefaction",1.39224966015659,0.0825573250571714,1.23044027638457,1.55405904392862
"226","488460",0,0.95,12.4880264699916,"Rarefaction",1.21618716186396,0.0521035559902381,1.11406606865662,1.31830825507129
"227","488461",0,0.95,4.75000330887417,"Rarefaction",1.3267007187766,0.0928494993995938,1.14471904397083,1.50868239358238
"228","488462",0,0.95,16.1544152786657,"Extrapolation",1.26970720752035,0.0804489761549659,1.1120301116635,1.42738430337721
"229","488464",0,0.95,8.22501810412754,"Rarefaction",1.27558855094749,0.0338137364222698,1.20931484537711,1.34186225651787
